                   
                                               Deposit Summary Report

                                         Release:                         2022-05-13 #001
                                         Total Check Items:               28351
                                         Total Check Amount:              $710,151.57
                                         Total Cash Items:                268
                                         Total Cash Amount:               $2,423.00
                                         Total Foreign Items:             1
                                         Total Foreign Amount:            $17.00
                                         Total Bank Deposit:              $712,591.57

                                              
                                                         FOREIGN              1         $17.00

                                                         Account Details

Description         Account        BOA Client Id         Items     Total Amount          Non-Cash Amount               Cash Amount
                8  1920683519             000905810            90           $2,825.00                    $2,825.00                   $0.00
1,4,20,101,301     1921245215             000905809       21643          $569,560.42                  $569,417.42                 $143.00
             751   1933238155             000905811         2985          $62,885.84                    $62,458.84                $427.00
             753   1933253059             000905812         3901          $77,303.31                    $75,450.31              $1,853.00
1,4,20,101,301       FOREIGN              000905809             1              $17.00                        $17.00                  $0.00

                                                           Batch Listing

             Item   Batch Number       Checks      Chk Amt      Cash    Cash Amt     Foreign     Foreign Amt      Total Amt
                           000043255                   100        $2,379.00              0          $0.00               0              $0.00         $2,379.00
                           000043256                   100        $2,624.00              0          $0.00               0              $0.00         $2,624.00
                           000043257                     99       $2,475.00              0          $0.00               0              $0.00         $2,475.00
                           000043258                     99       $2,551.00              0          $0.00               0              $0.00         $2,551.00
                           000043259                     99       $2,683.00              0          $0.00               0              $0.00         $2,683.00
                           000043260                   100        $2,274.00              0          $0.00               0              $0.00         $2,274.00
                           000043261                   100        $2,640.00              0          $0.00               0              $0.00         $2,640.00
                           000043262                   100        $2,548.00              0          $0.00               0              $0.00         $2,548.00
                           000043263                   100        $3,810.00              0          $0.00               0              $0.00         $3,810.00
                           000044294                     23          $428.00             0          $0.00               0              $0.00            $428.00
                           000044296                     23          $685.00             0          $0.00               0              $0.00            $685.00
                           000044297                     30          $576.00             0          $0.00               0              $0.00            $576.00
                           000044298                     50       $1,144.00              0          $0.00               0              $0.00         $1,144.00
                           000044371                     48       $1,380.00              0          $0.00               0              $0.00         $1,380.00
                           000044479                     50       $1,023.00              0          $0.00               0              $0.00         $1,023.00
                           000044481                     50       $1,186.00              0          $0.00               0              $0.00         $1,186.00
                           000044482                     51       $1,116.00              0          $0.00               0              $0.00         $1,116.00
                           000044483                     50       $1,166.00              0          $0.00               0              $0.00         $1,166.00
                           000044484                     52       $1,451.00              0          $0.00               0              $0.00         $1,451.00
                           000044485                     50       $1,220.00              0          $0.00               0              $0.00         $1,220.00
                           000044486                     50       $1,208.00              0          $0.00               0              $0.00         $1,208.00
                           000044487                     50       $1,373.00              0          $0.00               0              $0.00         $1,373.00
                           000044488                     50       $1,136.00              0          $0.00               0              $0.00         $1,136.00
                           000044489                     50       $1,191.00              0          $0.00               0              $0.00         $1,191.00
                           000044490                     50       $1,171.00              0          $0.00               0              $0.00         $1,171.00
                           000044712                     50       $1,508.00              0          $0.00               0              $0.00         $1,508.00
                           000044714                     54       $1,488.00              0          $0.00               0              $0.00         $1,488.00
                           000044715                     51       $1,206.00              0          $0.00               0              $0.00         $1,206.00
                           000044716                     50       $1,263.00              0          $0.00               0              $0.00         $1,263.00
                           000044718                     50       $1,211.00              0          $0.00               0              $0.00         $1,211.00
                           000044719                     50       $1,421.00              0          $0.00               0              $0.00         $1,421.00
                           000044721                     50       $1,379.00              0          $0.00               0              $0.00         $1,379.00
                           000044722                     50       $1,130.00              0          $0.00               0              $0.00         $1,130.00
                           000044723                     49       $1,340.00              0          $0.00               0              $0.00         $1,340.00
                           000044724                     53       $1,222.00              0          $0.00               0              $0.00         $1,222.00
                           000044809                     13          $363.00             0          $0.00               0              $0.00            $363.00
                           000046844                   100        $2,814.00              0          $0.00               0              $0.00         $2,814.00
                           000046845                   100        $2,769.00              0          $0.00               0              $0.00         $2,769.00
                           000046846                   100        $2,548.00              0          $0.00               0              $0.00         $2,548.00
                           000046847                   100        $2,429.00              0          $0.00               0              $0.00         $2,429.00
                           000046848                     99       $2,477.00              0          $0.00               0              $0.00         $2,477.00
                           000046849                   100        $2,522.00              0          $0.00               0              $0.00         $2,522.00
                           000046850                   100        $2,868.00              0          $0.00               0              $0.00         $2,868.00
                           000046851                     99       $2,555.00              0          $0.00               0              $0.00         $2,555.00
                           000046852                     99       $2,340.00              0          $0.00               0              $0.00         $2,340.00
                           000047035                   100        $2,606.00              0          $0.00               0              $0.00         $2,606.00
                           000047036                   100        $2,766.00              0          $0.00               0              $0.00         $2,766.00
                           000047037                   100        $2,456.00              0          $0.00               0              $0.00         $2,456.00
                           000047334                     83       $2,234.50              0          $0.00               0              $0.00         $2,234.50
                           000047429                     12          $270.00             0          $0.00               0              $0.00            $270.00
                           000047605                       2           $32.00            0          $0.00               0              $0.00              $32.00
                           000047759                     53       $1,406.00              0          $0.00               0              $0.00         $1,406.00

                                                                Page: 14 of 18Account                 Batch Number             Checks          Chk Amt           Cash     Cash Amt          Foreign       Foreign Amt            Total Amt
                           000047760                     98       $2,376.50              0          $0.00               0              $0.00         $2,376.50
                           000047772                       9         $200.00             0          $0.00               0              $0.00            $200.00
                           000047860                     50       $1,172.00              0          $0.00               0              $0.00         $1,172.00
                           000047861                     49          $995.00             0          $0.00               0              $0.00            $995.00
                           000047862                     50       $1,036.00              0          $0.00               0              $0.00         $1,036.00
                           000047863                     50       $1,231.00              0          $0.00               0              $0.00         $1,231.00
                           000047864                     50       $1,135.00              0          $0.00               0              $0.00         $1,135.00
                           000047865                     50       $1,140.00              0          $0.00               0              $0.00         $1,140.00
                           000047866                     50       $1,099.00              0          $0.00               0              $0.00         $1,099.00
                           000047867                     50       $1,241.00              0          $0.00               0              $0.00         $1,241.00
                           000047868                     50       $1,063.00              0          $0.00               0              $0.00         $1,063.00
                           000047869                     50       $1,163.00              0          $0.00               0              $0.00         $1,163.00
                           000047871                     50       $1,220.00              0          $0.00               0              $0.00         $1,220.00
                           000047872                     49       $1,184.00              0          $0.00               0              $0.00         $1,184.00
                           000047873                     50       $1,115.00              0          $0.00               0              $0.00         $1,115.00
                           000047874                     50       $1,117.00              0          $0.00               0              $0.00         $1,117.00
                           000047875                     50       $1,098.00              0          $0.00               0              $0.00         $1,098.00
                           000047876                     50       $1,279.00              0          $0.00               0              $0.00         $1,279.00
                           000047877                     49       $1,057.00              0          $0.00               0              $0.00         $1,057.00
                           000047988                     50       $1,092.00              0          $0.00               0              $0.00         $1,092.00
                           000048006                     50       $1,072.00              0          $0.00               0              $0.00         $1,072.00
                           000048007                     50       $1,030.00              0          $0.00               0              $0.00         $1,030.00
                           000048008                     49          $836.00             0          $0.00               0              $0.00            $836.00
                           000048009                     50       $1,198.00              0          $0.00               0              $0.00         $1,198.00
                           000048010                     50       $1,042.00              0          $0.00               0              $0.00         $1,042.00
                           000048902                   200        $4,573.00              0          $0.00               0              $0.00         $4,573.00
                           000048906                     63       $1,477.00              0          $0.00               0              $0.00         $1,477.00
                           000048907                   200        $4,811.00              0          $0.00               0              $0.00         $4,811.00
                           000048945                   200        $8,348.00              0          $0.00               0              $0.00         $8,348.00
                           000048946                   200        $8,104.00              0          $0.00               0              $0.00         $8,104.00
                           000048947                   199        $8,464.00              0          $0.00               0              $0.00         $8,464.00
                           000048948                   199        $7,984.00              0          $0.00               0              $0.00         $7,984.00
                           000048950                   200        $8,647.00              0          $0.00               0              $0.00         $8,647.00
                           000048951                   200        $8,265.00              0          $0.00               0              $0.00         $8,265.00
                           000048953                   198        $4,031.00              0          $0.00               0              $0.00         $4,031.00
                           000048954                   200        $4,058.00              0          $0.00               0              $0.00         $4,058.00
                           000048955                   200        $4,176.00              0          $0.00               0              $0.00         $4,176.00
                           000048957                     79       $1,613.00              0          $0.00               0              $0.00         $1,613.00
                           000048958                   200        $4,068.00              0          $0.00               0              $0.00         $4,068.00
                           000048959                   200        $5,505.00              0          $0.00               0              $0.00         $5,505.00
                           000048961                   200        $4,968.00              0          $0.00               0              $0.00         $4,968.00
                           000048966                   200        $7,965.00              0          $0.00               0              $0.00         $7,965.00
                           000048973                   200        $5,530.00              0          $0.00               0              $0.00         $5,530.00
                           000048976                   200        $5,905.00              0          $0.00               0              $0.00         $5,905.00
                           000048987                   199        $8,202.00              0          $0.00               0              $0.00         $8,202.00
                           000048989                   200        $8,382.00              0          $0.00               0              $0.00         $8,382.00
                           000049122                     11          $223.00             0          $0.00               0              $0.00            $223.00
                           000049145                     32          $710.00             0          $0.00               0              $0.00            $710.00
                           000049146                   200        $5,048.00              0          $0.00               0              $0.00         $5,048.00
                           000049148                   200        $4,564.00              0          $0.00               0              $0.00         $4,564.00
                           000049149                   200        $5,199.00              0          $0.00               0              $0.00         $5,199.00
                           000049150                   199        $4,714.00              0          $0.00               0              $0.00         $4,714.00
                           000049151                   200        $4,795.00              0          $0.00               0              $0.00         $4,795.00

                                                                Page: 15 of 18        Account              Batch Number         Checks        Chk Amt        Cash     Cash Amt       Foreign     Foreign Amt         Total Amt
                               000049152               200       $4,870.00           0        $0.00             0            $0.00       $4,870.00
                               000049153               200       $4,606.00           0        $0.00             0            $0.00       $4,606.00
                               000049154                 69      $1,744.00           0        $0.00             0            $0.00       $1,744.00
                               000049155               200       $4,725.00           0        $0.00             0            $0.00       $4,725.00
                               000049156               200       $5,076.95           0        $0.00             0            $0.00       $5,076.95
                               000049160               200       $5,812.00           0        $0.00             0            $0.00       $5,812.00
                               000049174               200       $4,447.00           0        $0.00             0            $0.00       $4,447.00
                               000049179               199       $4,716.00           0        $0.00             0            $0.00       $4,716.00
                               000049185               200       $5,807.00           0        $0.00             0            $0.00       $5,807.00
                               000049341               100       $2,255.00           0        $0.00             0            $0.00       $2,255.00
                               000049342               100       $1,826.00           0        $0.00             0            $0.00       $1,826.00
                               000049343               100       $2,077.00           0        $0.00             0            $0.00       $2,077.00
                               000049344               100       $1,934.00           0        $0.00             0            $0.00       $1,934.00
                               000049345                 77      $2,192.00           0        $0.00             0            $0.00       $2,192.00
                               000049346               200       $5,336.02           0        $0.00             0            $0.00       $5,336.02
                               000049347               200       $5,498.00           0        $0.00             0            $0.00       $5,498.00
                               000049348               200       $5,357.00           0        $0.00             0            $0.00       $5,357.00
                               000049349               199       $5,962.00           0        $0.00             0            $0.00       $5,962.00
                               000049350               200       $5,892.00           0        $0.00             0            $0.00       $5,892.00
                               000049352               200       $5,597.00           0        $0.00             0            $0.00       $5,597.00
                               000049354               200       $5,214.00           0        $0.00             0            $0.00       $5,214.00
                               000049355               198       $5,515.00           0        $0.00             0            $0.00       $5,515.00
                               000049356               199       $5,155.00           0        $0.00             0            $0.00       $5,155.00
                               000049357               200       $5,518.00           0        $0.00             0            $0.00       $5,518.00
                               000049360               200       $5,725.00           0        $0.00             0            $0.00       $5,725.00
                               000049361               200       $5,685.00           0        $0.00             0            $0.00       $5,685.00
                               000049370               200       $5,477.00           0        $0.00             0            $0.00       $5,477.00
                               000049371               200       $8,566.00           0        $0.00             0            $0.00       $8,566.00
                               000049378               199       $5,671.00           0        $0.00             0            $0.00       $5,671.00
                               000049382               200       $8,567.00           0        $0.00             0            $0.00       $8,567.00
                               000049384               200       $5,516.00           0        $0.00             0            $0.00       $5,516.00
1921245215 Subtotal                                 21633     $569,417.42          10      $143.00              0            $0.00    $569,560.42

1933238155                     000043254                   1         $12.00          0        $0.00             0            $0.00           $12.00
                               000044843               100       $2,057.00           0        $0.00             0            $0.00       $2,057.00
                               000044844                 99      $1,897.00           0        $0.00             0            $0.00       $1,897.00
                               000044845                 13        $259.00           0        $0.00             0            $0.00         $259.00
                               000044846               100       $2,281.00           0        $0.00             0            $0.00       $2,281.00
                               000044847               100       $2,285.00           0        $0.00             0            $0.00       $2,285.00
                               000044848                 98      $1,970.00           0        $0.00             0            $0.00       $1,970.00
                               000044849                 99      $2,030.00           0        $0.00             0            $0.00       $2,030.00
                               000044850                 99      $2,031.00           0        $0.00             0            $0.00       $2,031.00
                               000044851                 98      $1,949.00           0        $0.00             0            $0.00       $1,949.00
                               000044852               100       $2,493.00           0        $0.00             0            $0.00       $2,493.00
                               000045073                 99      $1,955.00           0        $0.00             0            $0.00       $1,955.00
                               000045074                 96      $1,709.00           0        $0.00             0            $0.00       $1,709.00
                               000045075                 99      $2,045.00           0        $0.00             0            $0.00       $2,045.00
                               000045076                 22        $427.00           0        $0.00             0            $0.00         $427.00
                               000045077                 98      $2,271.00           0        $0.00             0            $0.00       $2,271.00
                               000045078                 95      $1,820.00           0        $0.00             0            $0.00       $1,820.00
                               000045079                 98      $1,796.00           0        $0.00             0            $0.00       $1,796.00
                               000045081                 99      $2,040.00           0        $0.00             0            $0.00       $2,040.00
                               000045082               100       $2,287.00           0        $0.00             0            $0.00       $2,287.00

                                                               Page: 16 of 18        Account              Batch Number          Checks        Chk Amt         Cash     Cash Amt       Foreign      Foreign Amt         Total Amt
                                000045083                100      $2,313.00            0        $0.00             0             $0.00       $2,313.00
                                000045084                100      $1,974.00            0        $0.00             0             $0.00       $1,974.00
                                000045085                 99      $2,079.00            0        $0.00             0             $0.00       $2,079.00
                                000045086                 98      $2,031.00            0        $0.00             0             $0.00       $2,031.00
                                000045099                100      $2,704.00            0        $0.00             0             $0.00       $2,704.00
                                000045100                 98      $2,170.00            0        $0.00             0             $0.00       $2,170.00
                                000045240                   2         $35.00           0        $0.00             0             $0.00           $35.00
                                000045241                 27         $929.84           0        $0.00             0             $0.00         $929.84
                                000045307                100      $2,152.00            0        $0.00             0             $0.00       $2,152.00
                                000045308                100      $2,211.00            0        $0.00             0             $0.00       $2,211.00
                                000049378                   1         $12.00           0        $0.00             0             $0.00           $12.00
                                000051228                100      $2,283.00            0        $0.00             0             $0.00       $2,283.00
                                000051235                100      $1,941.00            0        $0.00             0             $0.00       $1,941.00
                                000051380                   0           $0.00          1        $2.00             0             $0.00             $2.00
                                000051382                   0           $0.00        22      $333.00              0             $0.00         $333.00
                                000051383                   0           $0.00        25        $92.00             0             $0.00           $92.00
                                000051398                 99      $2,018.00            0        $0.00             0             $0.00       $2,018.00
                                000051401                100      $1,992.00            0        $0.00             0             $0.00       $1,992.00
1933238155 Subtotal                                    2937      $62,458.84          48      $427.00              0             $0.00     $62,885.84

1933253059                      000021593                100      $2,237.00            0        $0.00             0             $0.00       $2,237.00
                                000021594                100      $1,578.00            0        $0.00             0             $0.00       $1,578.00
                                000021595                100      $2,030.00            0        $0.00             0             $0.00       $2,030.00
                                000021597                100      $2,208.01            0        $0.00             0             $0.00       $2,208.01
                                000045086                   1         $36.00           0        $0.00             0             $0.00           $36.00
                                000045546                   0           $0.00        25      $115.00              0             $0.00         $115.00
                                000045547                   0           $0.00        25      $125.00              0             $0.00         $125.00
                                000045548                   0           $0.00        25        $25.00             0             $0.00           $25.00
                                000045564                100      $1,931.80            0        $0.00             0             $0.00       $1,931.80
                                000045566                 99      $1,810.00            0        $0.00             0             $0.00       $1,810.00
                                000045567                100      $2,124.00            0        $0.00             0             $0.00       $2,124.00
                                000045568                100      $2,147.00            0        $0.00             0             $0.00       $2,147.00
                                000045569                100      $2,262.00            0        $0.00             0             $0.00       $2,262.00
                                000045570                100      $2,203.00            0        $0.00             0             $0.00       $2,203.00
                                000045676                100      $2,197.00            0        $0.00             0             $0.00       $2,197.00
                                000045677                 99      $2,177.00            0        $0.00             0             $0.00       $2,177.00
                                000045683                100      $1,835.00            0        $0.00             0             $0.00       $1,835.00
                                000045684                100      $1,644.00            0        $0.00             0             $0.00       $1,644.00
                                000045686                100      $2,155.00            0        $0.00             0             $0.00       $2,155.00
                                000045739                100      $2,022.00            0        $0.00             0             $0.00       $2,022.00
                                000045740                100      $2,148.00            0        $0.00             0             $0.00       $2,148.00
                                000045794                   0           $0.00          7     $125.00              0             $0.00         $125.00
                                000045795                   0           $0.00        25      $360.00              0             $0.00         $360.00
                                000045796                 98      $1,934.00            0        $0.00             0             $0.00       $1,934.00
                                000045797                100      $2,260.00            0        $0.00             0             $0.00       $2,260.00
                                000045798                100      $1,961.00            0        $0.00             0             $0.00       $1,961.00
                                000045800                100      $2,035.00            0        $0.00             0             $0.00       $2,035.00
                                000045801                 99      $1,490.00            0        $0.00             0             $0.00       $1,490.00
                                000045802                100      $1,956.00            0        $0.00             0             $0.00       $1,956.00
                                000045803                100      $2,065.00            0        $0.00             0             $0.00       $2,065.00
                                000045804                100      $2,200.00            0        $0.00             0             $0.00       $2,200.00
                                000045917                100      $2,105.00            0        $0.00             0             $0.00       $2,105.00
                                000045918                100      $1,693.00            0        $0.00             0             $0.00       $1,693.00

                                                                 Page: 17 of 18        Account              Batch Number          Checks        Chk Amt         Cash     Cash Amt       Foreign      Foreign Amt         Total Amt
                                000045919                 99      $1,893.00            0        $0.00             0             $0.00       $1,893.00
                                000045920                 99      $1,764.00            0        $0.00             0             $0.00       $1,764.00
                                000046025                   0           $0.00          3       $51.00             0             $0.00           $51.00
                                000046026                   0           $0.00        25      $489.00              0             $0.00         $489.00
                                000046027                   0           $0.00        25      $250.00              0             $0.00         $250.00
                                000046028                   0           $0.00        25      $250.00              0             $0.00         $250.00
                                000046029                   0           $0.00        25        $63.00             0             $0.00           $63.00
                                000046151                100      $1,947.00            0        $0.00             0             $0.00       $1,947.00
                                000046152                 99      $1,999.50            0        $0.00             0             $0.00       $1,999.50
                                000046153                 99      $1,525.00            0        $0.00             0             $0.00       $1,525.00
                                000046154                100      $1,795.00            0        $0.00             0             $0.00       $1,795.00
                                000046234                100      $3,738.00            0        $0.00             0             $0.00       $3,738.00
                                000046235                100      $1,870.00            0        $0.00             0             $0.00       $1,870.00
                                000046236                 99      $2,363.00            0        $0.00             0             $0.00       $2,363.00
                                000046237                100      $2,112.00            0        $0.00             0             $0.00       $2,112.00
1933253059 Subtotal                                    3691      $75,450.31        210    $1,853.00               0             $0.00     $77,303.31

                                                                 Page: 18 of 18
