                   
                                               Deposit Summary Report

                                         Release:                         2022-05-13 #001
                                         Total Check Items:               28351
                                         Total Check Amount:              $710,151.57
                                         Total Cash Items:                268
                                         Total Cash Amount:               $2,423.00
                                         Total Foreign Items:             1
                                         Total Foreign Amount:            $17.00
                                         Total Bank Deposit:              $712,591.57

                                              
                                                         FOREIGN              1         $17.00

                                                         Account Details

Description         Account        BOA Client Id         Items     Total Amount          Non-Cash Amount               Cash Amount
                8  1920683519             000905810            90           $2,825.00                    $2,825.00                   $0.00
1,4,20,101,301     1921245215             000905809       21643          $569,560.42                  $569,417.42                 $143.00
             751   1933238155             000905811         2985          $62,885.84                    $62,458.84                $427.00
             753   1933253059             000905812         3901          $77,303.31                    $75,450.31              $1,853.00
1,4,20,101,301       FOREIGN              000905809             1              $17.00                        $17.00                  $0.00

                                                           Batch Listing

             Item   Batch Number       Checks      Chk Amt      Cash    Cash Amt     Foreign     Foreign Amt      Total Amt
                                                              Page: 6 of 18Item Batch Number Checks                          Chk Amt          Cash       Cash Amt          Foreign        Foreign Amt            Total Amt
278         000048281                         0         $0.00             0          $0.00                 0               $0.00             $0.00
279         000048282                         0         $0.00             0          $0.00                 0               $0.00             $0.00
280         000048283                         0         $0.00             0          $0.00                 0               $0.00             $0.00
281         000048284                         0         $0.00             0          $0.00                 0               $0.00             $0.00
282         000048285                         0         $0.00             0          $0.00                 0               $0.00             $0.00
283         000048286                         0         $0.00             0          $0.00                 0               $0.00             $0.00
284         000048287                         0         $0.00             0          $0.00                 0               $0.00             $0.00
285         000048288                         0         $0.00             0          $0.00                 0               $0.00             $0.00
286         000048289                         0         $0.00             0          $0.00                 0               $0.00             $0.00
287         000048290                         0         $0.00             0          $0.00                 0               $0.00             $0.00
288         000048291                         0         $0.00             0          $0.00                 0               $0.00             $0.00
289         000048378                         0         $0.00             0          $0.00                 0               $0.00             $0.00
290         000048379                         0         $0.00             0          $0.00                 0               $0.00             $0.00
291         000048380                         0         $0.00             0          $0.00                 0               $0.00             $0.00
292         000048381                         0         $0.00             0          $0.00                 0               $0.00             $0.00
293         000048382                         0         $0.00             0          $0.00                 0               $0.00             $0.00
294         000048383                         0         $0.00             0          $0.00                 0               $0.00             $0.00
295         000048384                         0         $0.00             0          $0.00                 0               $0.00             $0.00
296         000048385                         0         $0.00             0          $0.00                 0               $0.00             $0.00
297         000048386                         0         $0.00             0          $0.00                 0               $0.00             $0.00
298         000048387                         0         $0.00             0          $0.00                 0               $0.00             $0.00
299         000048388                         0         $0.00             0          $0.00                 0               $0.00             $0.00
300         000048389                         0         $0.00             0          $0.00                 0               $0.00             $0.00
301         000048390                         0         $0.00             0          $0.00                 0               $0.00             $0.00
302         000048391                         0         $0.00             0          $0.00                 0               $0.00             $0.00
303         000048478                         0         $0.00             0          $0.00                 0               $0.00             $0.00
304         000048486                         0         $0.00             0          $0.00                 0               $0.00             $0.00
305         000048487                         0         $0.00             0          $0.00                 0               $0.00             $0.00
306         000048488                         0         $0.00             0          $0.00                 0               $0.00             $0.00
307         000048489                         0         $0.00             0          $0.00                 0               $0.00             $0.00
308         000048490                         0         $0.00             0          $0.00                 0               $0.00             $0.00
309         000048491                         0         $0.00             0          $0.00                 0               $0.00             $0.00
310         000048902                     200    $4,573.00                0          $0.00                 0               $0.00      $4,573.00
311         000048906                       63   $1,477.00                0          $0.00                 0               $0.00      $1,477.00
312         000048907                     200    $4,811.00                0          $0.00                 0               $0.00      $4,811.00
313         000048945                     200    $8,348.00                0          $0.00                 0               $0.00      $8,348.00
314         000048946                     200    $8,104.00                0          $0.00                 0               $0.00      $8,104.00
315         000048947                     199    $8,464.00                0          $0.00                 0               $0.00      $8,464.00
316         000048948                     199    $7,984.00                0          $0.00                 0               $0.00      $7,984.00
317         000048950                     200    $8,647.00                0          $0.00                 0               $0.00      $8,647.00
318         000048951                     200    $8,265.00                0          $0.00                 0               $0.00      $8,265.00
319         000048953                     198    $4,031.00                0          $0.00                 0               $0.00      $4,031.00
320         000048954                     200    $4,058.00                0          $0.00                 0               $0.00      $4,058.00
321         000048955                     200    $4,176.00                0          $0.00                 0               $0.00      $4,176.00
322         000048957                       79   $1,613.00                0          $0.00                 0               $0.00      $1,613.00
323         000048958                     200    $4,068.00                0          $0.00                 0               $0.00      $4,068.00
324         000048959                     200    $5,505.00                0          $0.00                 0               $0.00      $5,505.00
325         000048961                     200    $4,968.00                0          $0.00                 0               $0.00      $4,968.00
326         000048966                     200    $7,965.00                0          $0.00                 0               $0.00      $7,965.00
327         000048973                     200    $5,530.00                0          $0.00                 0               $0.00      $5,530.00
328         000048976                     200    $5,905.00                0          $0.00                 0               $0.00      $5,905.00
329         000048987                     199    $8,202.00                0          $0.00                 0               $0.00      $8,202.00
330         000048989                     200    $8,382.00                0          $0.00                 0               $0.00      $8,382.00

                                                              Page: 7 of 18Item Batch Number Checks                          Chk Amt          Cash       Cash Amt          Foreign        Foreign Amt            Total Amt
331         000049122                       11      $223.00               0          $0.00                 0               $0.00         $223.00
332         000049145                       32      $710.00               0          $0.00                 0               $0.00         $710.00
333         000049146                     200    $5,048.00                0          $0.00                 0               $0.00      $5,048.00
334         000049148                     200    $4,564.00                0          $0.00                 0               $0.00      $4,564.00
335         000049149                     200    $5,199.00                0          $0.00                 0               $0.00      $5,199.00
336         000049150                     199    $4,714.00                0          $0.00                 0               $0.00      $4,714.00
337         000049151                     200    $4,795.00                0          $0.00                 0               $0.00      $4,795.00
338         000049152                     200    $4,870.00                0          $0.00                 0               $0.00      $4,870.00
339         000049153                     200    $4,606.00                0          $0.00                 0               $0.00      $4,606.00
340         000049154                       69   $1,744.00                0          $0.00                 0               $0.00      $1,744.00
341         000049155                     200    $4,725.00                0          $0.00                 0               $0.00      $4,725.00
342         000049156                     200    $5,076.95                0          $0.00                 0               $0.00      $5,076.95
343         000049160                     200    $5,812.00                0          $0.00                 0               $0.00      $5,812.00
344         000049174                     200    $4,447.00                0          $0.00                 0               $0.00      $4,447.00
345         000049179                     199    $4,716.00                0          $0.00                 0               $0.00      $4,716.00
346         000049185                     200    $5,807.00                0          $0.00                 0               $0.00      $5,807.00
347         000049341                     100    $2,255.00                0          $0.00                 0               $0.00      $2,255.00
348         000049342                     100    $1,826.00                0          $0.00                 0               $0.00      $1,826.00
349         000049343                     100    $2,077.00                0          $0.00                 0               $0.00      $2,077.00
350         000049344                     100    $1,934.00                0          $0.00                 0               $0.00      $1,934.00
351         000049345                       77   $2,192.00                0          $0.00                 0               $0.00      $2,192.00
352         000049346                     200    $5,336.02                0          $0.00                 0               $0.00      $5,336.02
353         000049347                     200    $5,498.00                0          $0.00                 0               $0.00      $5,498.00
354         000049348                     200    $5,357.00                0          $0.00                 0               $0.00      $5,357.00
355         000049349                     199    $5,962.00                0          $0.00                 0               $0.00      $5,962.00
356         000049350                     200    $5,892.00                0          $0.00                 0               $0.00      $5,892.00
357         000049352                     200    $5,597.00                0          $0.00                 0               $0.00      $5,597.00
358         000049354                     200    $5,214.00                0          $0.00                 0               $0.00      $5,214.00
359         000049355                     198    $5,515.00                0          $0.00                 0               $0.00      $5,515.00
360         000049356                     199    $5,155.00                0          $0.00                 0               $0.00      $5,155.00
361         000049357                     200    $5,518.00                0          $0.00                 0               $0.00      $5,518.00
362         000049360                     200    $5,725.00                0          $0.00                 0               $0.00      $5,725.00
363         000049361                     200    $5,685.00                0          $0.00                 0               $0.00      $5,685.00
364         000049370                     200    $5,477.00                0          $0.00                 0               $0.00      $5,477.00
365         000049371                     200    $8,566.00                0          $0.00                 0               $0.00      $8,566.00
366         000049378                     200    $5,683.00                0          $0.00                 0               $0.00      $5,683.00
367         000049382                     200    $8,567.00                0          $0.00                 0               $0.00      $8,567.00
368         000049384                     200    $5,516.00                0          $0.00                 0               $0.00      $5,516.00
369         000051228                     100    $2,283.00                0          $0.00                 0               $0.00      $2,283.00
370         000051235                     100    $1,941.00                0          $0.00                 0               $0.00      $1,941.00
371         000051380                         0         $0.00             1          $2.00                 0               $0.00             $2.00
372         000051382                         0         $0.00           22       $333.00                   0               $0.00         $333.00
373         000051383                         0         $0.00           25         $92.00                  0               $0.00           $92.00
374         000051398                       99   $2,018.00                0          $0.00                 0               $0.00      $2,018.00
375         000051401                     100    $1,992.00                0          $0.00                 0               $0.00      $1,992.00
376         000053432                         0         $0.00             0          $0.00                 0               $0.00             $0.00
377         000053433                         0         $0.00             0          $0.00                 0               $0.00             $0.00
378         000053434                         0         $0.00             0          $0.00                 0               $0.00             $0.00
379         000053435                         0         $0.00             0          $0.00                 0               $0.00             $0.00
380         000053436                         0         $0.00             0          $0.00                 0               $0.00             $0.00
381         000053451                         0         $0.00             0          $0.00                 0               $0.00             $0.00
382         000053452                         0         $0.00             0          $0.00                 0               $0.00             $0.00
383         000053453                         0         $0.00             0          $0.00                 0               $0.00             $0.00

                                                              Page: 8 of 18Item Batch Number Checks                          Chk Amt          Cash       Cash Amt           Foreign       Foreign Amt            Total Amt
384         006000141                         0          $0.00            0           $0.00                 0               $0.00             $0.00
385         006999394                         0          $0.00            0           $0.00                 0               $0.00             $0.00
386         006999395                         0          $0.00            0           $0.00                 0               $0.00             $0.00
387         006999396                         0          $0.00            0           $0.00                 0               $0.00             $0.00
388         006999397                         0          $0.00            0           $0.00                 0               $0.00             $0.00
389         006999398                         0          $0.00            0           $0.00                 0               $0.00             $0.00
390         006999399                         0          $0.00            0           $0.00                 0               $0.00             $0.00
391         006999444                         0          $0.00            0           $0.00                 0               $0.00             $0.00
392         006999445                         0          $0.00            0           $0.00                 0               $0.00             $0.00
393         006999446                         0          $0.00            0           $0.00                 0               $0.00             $0.00
394         006999447                         0          $0.00            0           $0.00                 0               $0.00             $0.00
395         006999448                         0          $0.00            0           $0.00                 0               $0.00             $0.00
396         006999449                         0          $0.00            0           $0.00                 0               $0.00             $0.00
397         006999450                         0          $0.00            0           $0.00                 0               $0.00             $0.00
398         006999451                         0          $0.00            0           $0.00                 0               $0.00             $0.00
399         006999452                         0          $0.00            0           $0.00                 0               $0.00             $0.00
400         006999453                         0          $0.00            0           $0.00                 0               $0.00             $0.00
401         006999454                         0          $0.00            0           $0.00                 0               $0.00             $0.00
402         006999455                         0          $0.00            0           $0.00                 0               $0.00             $0.00
403         006999456                         0          $0.00            0           $0.00                 0               $0.00             $0.00
404         006999457                         0          $0.00            0           $0.00                 0               $0.00             $0.00
405         006999458                         0          $0.00            0           $0.00                 0               $0.00             $0.00
406         006999459                         0          $0.00            0           $0.00                 0               $0.00             $0.00
407         006999460                         0          $0.00            0           $0.00                 0               $0.00             $0.00
408         006999461                         0          $0.00            0           $0.00                 0               $0.00             $0.00
409         006999462                         0          $0.00            0           $0.00                 0               $0.00             $0.00
410         006999463                         0          $0.00            0           $0.00                 0               $0.00             $0.00
411         006999464                         0          $0.00            0           $0.00                 0               $0.00             $0.00
412         006999465                         0          $0.00            0           $0.00                 0               $0.00             $0.00
413         006999466                         0          $0.00            0           $0.00                 0               $0.00             $0.00
414         006999467                         0          $0.00            0           $0.00                 0               $0.00             $0.00
415         006999468                         0          $0.00            0           $0.00                 0               $0.00             $0.00
416         006999469                         0          $0.00            0           $0.00                 0               $0.00             $0.00
417         006999470                         0          $0.00            0           $0.00                 0               $0.00             $0.00
418         006999471                         0          $0.00            0           $0.00                 0               $0.00             $0.00
419         006999472                         0          $0.00            0           $0.00                 0               $0.00             $0.00
420         006999473                         0          $0.00            0           $0.00                 0               $0.00             $0.00
421         006999474                         0          $0.00            0           $0.00                 0               $0.00             $0.00
422         006999475                         0          $0.00            0           $0.00                 0               $0.00             $0.00
423         006999476                         0          $0.00            0           $0.00                 0               $0.00             $0.00
424         006999477                         0          $0.00            0           $0.00                 0               $0.00             $0.00
425         006999478                         0          $0.00            0           $0.00                 0               $0.00             $0.00
426         006999479                         0          $0.00            0           $0.00                 0               $0.00             $0.00
427         006999480                         0          $0.00            0           $0.00                 0               $0.00             $0.00
428         006999481                         0          $0.00            0           $0.00                 0               $0.00             $0.00
429         006999482                         0          $0.00            0           $0.00                 0               $0.00             $0.00
430         006999483                         0          $0.00            0           $0.00                 0               $0.00             $0.00
431         006999484                         0          $0.00            0           $0.00                 0               $0.00             $0.00
432         006999485                         0          $0.00            0           $0.00                 0               $0.00             $0.00
433         006999486                         0          $0.00            0           $0.00                 0               $0.00             $0.00
434         006999487                         0          $0.00            0           $0.00                 0               $0.00             $0.00
435         006999488                         0          $0.00            0           $0.00                 0               $0.00             $0.00
436         006999489                         0          $0.00            0           $0.00                 0               $0.00             $0.00

                                                              Page: 9 of 18Item Batch Number Checks                          Chk Amt          Cash       Cash Amt           Foreign       Foreign Amt            Total Amt
437         006999490                         0          $0.00            0           $0.00                 0               $0.00             $0.00
438         006999491                         0          $0.00            0           $0.00                 0               $0.00             $0.00
439         006999492                         0          $0.00            0           $0.00                 0               $0.00             $0.00
440         006999493                         0          $0.00            0           $0.00                 0               $0.00             $0.00
441         006999499                         0          $0.00            0           $0.00                 0               $0.00             $0.00
442         006999500                         0          $0.00            0           $0.00                 0               $0.00             $0.00
443         006999501                         0          $0.00            0           $0.00                 0               $0.00             $0.00
444         006999502                         0          $0.00            0           $0.00                 0               $0.00             $0.00
445         006999503                         0          $0.00            0           $0.00                 0               $0.00             $0.00
446         006999504                         0          $0.00            0           $0.00                 0               $0.00             $0.00
447         006999505                         0          $0.00            0           $0.00                 0               $0.00             $0.00
448         006999506                         0          $0.00            0           $0.00                 0               $0.00             $0.00
449         006999507                         0          $0.00            0           $0.00                 0               $0.00             $0.00
450         006999508                         0          $0.00            0           $0.00                 0               $0.00             $0.00
451         006999525                         0          $0.00            0           $0.00                 0               $0.00             $0.00
452         006999526                         0          $0.00            0           $0.00                 0               $0.00             $0.00
453         006999527                         0          $0.00            0           $0.00                 0               $0.00             $0.00
454         006999528                         0          $0.00            0           $0.00                 0               $0.00             $0.00
455         006999529                         0          $0.00            0           $0.00                 0               $0.00             $0.00
456         006999530                         0          $0.00            0           $0.00                 0               $0.00             $0.00
457         006999531                         0          $0.00            0           $0.00                 0               $0.00             $0.00
458         006999532                         0          $0.00            0           $0.00                 0               $0.00             $0.00
459         006999533                         0          $0.00            0           $0.00                 0               $0.00             $0.00
460         006999534                         0          $0.00            0           $0.00                 0               $0.00             $0.00
461         006999535                         0          $0.00            0           $0.00                 0               $0.00             $0.00
462         006999536                         0          $0.00            0           $0.00                 0               $0.00             $0.00
463         006999537                         0          $0.00            0           $0.00                 0               $0.00             $0.00
464         006999538                         0          $0.00            0           $0.00                 0               $0.00             $0.00
465         006999539                         0          $0.00            0           $0.00                 0               $0.00             $0.00
466         006999540                         0          $0.00            0           $0.00                 0               $0.00             $0.00
467         006999541                         0          $0.00            0           $0.00                 0               $0.00             $0.00
468         006999542                         0          $0.00            0           $0.00                 0               $0.00             $0.00
469         006999543                         0          $0.00            0           $0.00                 0               $0.00             $0.00
470         006999544                         0          $0.00            0           $0.00                 0               $0.00             $0.00
471         006999545                         0          $0.00            0           $0.00                 0               $0.00             $0.00
472         006999546                         0          $0.00            0           $0.00                 0               $0.00             $0.00
473         006999547                         0          $0.00            0           $0.00                 0               $0.00             $0.00
474         006999548                         0          $0.00            0           $0.00                 0               $0.00             $0.00
475         006999549                         0          $0.00            0           $0.00                 0               $0.00             $0.00
476         006999550                         0          $0.00            0           $0.00                 0               $0.00             $0.00
477         006999551                         0          $0.00            0           $0.00                 0               $0.00             $0.00
478         006999552                         0          $0.00            0           $0.00                 0               $0.00             $0.00
479         006999553                         0          $0.00            0           $0.00                 0               $0.00             $0.00
480         006999554                         0          $0.00            0           $0.00                 0               $0.00             $0.00
481         006999555                         0          $0.00            0           $0.00                 0               $0.00             $0.00
482         006999556                         0          $0.00            0           $0.00                 0               $0.00             $0.00
483         006999557                         0          $0.00            0           $0.00                 0               $0.00             $0.00
484         006999558                         0          $0.00            0           $0.00                 0               $0.00             $0.00
485         006999559                         0          $0.00            0           $0.00                 0               $0.00             $0.00
486         006999560                         0          $0.00            0           $0.00                 0               $0.00             $0.00
487         006999561                         0          $0.00            0           $0.00                 0               $0.00             $0.00
488         006999562                         0          $0.00            0           $0.00                 0               $0.00             $0.00
489         006999563                         0          $0.00            0           $0.00                 0               $0.00             $0.00

                                                             Page: 10 of 18            Item Batch Number Checks Chk Amt Cash Cash Amt Foreign Foreign Amt Total Amt
             490      006999564                0       $0.00         0       $0.00            0           $0.00         $0.00
             491      006999565                0       $0.00         0       $0.00            0           $0.00         $0.00
             492      006999566                0       $0.00         0       $0.00            0           $0.00         $0.00
             493      006999567                0       $0.00         0       $0.00            0           $0.00         $0.00
             494      006999568                0       $0.00         0       $0.00            0           $0.00         $0.00
             495      006999577                0       $0.00         0       $0.00            0           $0.00         $0.00
             496      006999578                0       $0.00         0       $0.00            0           $0.00         $0.00
             497      006999580                0       $0.00         0       $0.00            0           $0.00         $0.00
             498      006999581                0       $0.00         0       $0.00            0           $0.00         $0.00
             499      006999587                0       $0.00         0       $0.00            0           $0.00         $0.00
             500      006999589                0       $0.00         0       $0.00            0           $0.00         $0.00
             501      006999595                0       $0.00         0       $0.00            0           $0.00         $0.00
             502      006999597                0       $0.00         0       $0.00            0           $0.00         $0.00
             503      006999602                0       $0.00         0       $0.00            0           $0.00         $0.00
             504      006999606                0       $0.00         0       $0.00            0           $0.00         $0.00
             505      006999608                0       $0.00         0       $0.00            0           $0.00         $0.00
             506      006999611                0       $0.00         0       $0.00            0           $0.00         $0.00
             507      006999612                0       $0.00         0       $0.00            0           $0.00         $0.00
             508      006999613                0       $0.00         0       $0.00            0           $0.00         $0.00
             509      006999614                0       $0.00         0       $0.00            0           $0.00         $0.00
             510      006999615                0       $0.00         0       $0.00            0           $0.00         $0.00
             511      006999618                0       $0.00         0       $0.00            0           $0.00         $0.00
             512      006999619                0       $0.00         0       $0.00            0           $0.00         $0.00
             513      006999620                0       $0.00         0       $0.00            0           $0.00         $0.00
             514      006999621                0       $0.00         0       $0.00            0           $0.00         $0.00
             515      006999622                0       $0.00         0       $0.00            0           $0.00         $0.00
             516      006999626                0       $0.00         0       $0.00            0           $0.00         $0.00
             517      006999630                0       $0.00         0       $0.00            0           $0.00         $0.00
             518      006999632                0       $0.00         0       $0.00            0           $0.00         $0.00
             519      006999633                0       $0.00         0       $0.00            0           $0.00         $0.00
             520      006999634                0       $0.00         0       $0.00            0           $0.00         $0.00
             521      006999643                0       $0.00         0       $0.00            0           $0.00         $0.00
             522      006999644                0       $0.00         0       $0.00            0           $0.00         $0.00
             523      006999645                0       $0.00         0       $0.00            0           $0.00         $0.00
             524      006999653                0       $0.00         0       $0.00            0           $0.00         $0.00
             525       6999089                 0       $0.00         0       $0.00            0           $0.00         $0.00

                                  Mavro Batch Listing by Bank Deposit Account
                                            Note that some batches may be listed multiple times

       Account             Batch Number       Checks       Chk Amt        Cash    Cash Amt      Foreign    Foreign Amt        Total Amt
FOREIGN                      000043047                 0          $0.00        0        $0.00           1          $17.00          $17.00
FOREIGN Subtotal                                       0          $0.00        0        $0.00           1          $17.00          $17.00

1920683519                   000037004                 3        $90.00         0        $0.00           0           $0.00          $90.00
                             000037005               12        $270.00         0        $0.00           0           $0.00         $270.00
                             000037006                 4       $240.00         0        $0.00           0           $0.00         $240.00
                             000037007                 1       $100.00         0        $0.00           0           $0.00         $100.00
                             000037008               22        $640.00         0        $0.00           0           $0.00         $640.00
                             000037009               42     $1,265.00          0        $0.00           0           $0.00      $1,265.00
                             000037232                 6       $220.00         0        $0.00           0           $0.00         $220.00
1920683519 Subtotal                                  90     $2,825.00          0        $0.00           0           $0.00      $2,825.00

                                                           Page: 11 of 18        Account                Batch Number           Checks         Chk Amt          Cash     Cash Amt         Foreign      Foreign Amt          Total Amt

1921245215                        000019179                     0            $0.00          4       $74.00                0             $0.00            $74.00
                                  000020290                 100        $2,426.00            0         $0.00               0             $0.00        $2,426.00
                                  000020292                 100        $2,409.00            0         $0.00               0             $0.00        $2,409.00
                                  000020296                   99       $2,334.00            0         $0.00               0             $0.00        $2,334.00
                                  000020297                   99       $2,842.00            0         $0.00               0             $0.00        $2,842.00
                                  000023866                   50       $1,171.00            0         $0.00               0             $0.00        $1,171.00
                                  000023867                   50       $1,284.00            0         $0.00               0             $0.00        $1,284.00
                                  000026253                   37         $712.00            0         $0.00               0             $0.00          $712.00
                                  000026397                   14         $238.00            0         $0.00               0             $0.00          $238.00
                                  000026983                   49       $1,123.00            0         $0.00               0             $0.00        $1,123.00
                                  000026987                   48       $1,251.00            0         $0.00               0             $0.00        $1,251.00
                                  000030844                   49       $1,100.00            0         $0.00               0             $0.00        $1,100.00
                                  000030846                   50       $1,208.00            0         $0.00               0             $0.00        $1,208.00
                                  000033151                     0            $0.00          3       $32.00                0             $0.00            $32.00
                                  000033152                     1          $16.00           1         $1.00               0             $0.00            $17.00
                                  000033924                   97       $2,402.00            0         $0.00               0             $0.00        $2,402.00
                                  000033925                 100        $2,512.00            0         $0.00               0             $0.00        $2,512.00
                                  000033926                   97       $2,309.00            0         $0.00               0             $0.00        $2,309.00
                                  000033927                 100        $2,269.00            0         $0.00               0             $0.00        $2,269.00
                                  000034031                 100        $3,659.00            0         $0.00               0             $0.00        $3,659.00
                                  000035291                     0            $0.00          2       $36.00                0             $0.00            $36.00
                                  000035626                   50       $1,052.00            0         $0.00               0             $0.00        $1,052.00
                                  000035628                   50       $1,204.00            0         $0.00               0             $0.00        $1,204.00
                                  000035630                   50       $1,020.00            0         $0.00               0             $0.00        $1,020.00
                                  000035725                   50         $990.00            0         $0.00               0             $0.00          $990.00
                                  000035731                   50       $1,142.00            0         $0.00               0             $0.00        $1,142.00
                                  000035743                   50         $904.00            0         $0.00               0             $0.00          $904.00
                                  000035744                   50       $1,017.00            0         $0.00               0             $0.00        $1,017.00
                                  000035841                   50       $1,036.00            0         $0.00               0             $0.00        $1,036.00
                                  000035842                   50         $947.00            0         $0.00               0             $0.00          $947.00
                                  000039978                   50       $1,234.00            0         $0.00               0             $0.00        $1,234.00
                                  000039987                   48         $922.00            0         $0.00               0             $0.00          $922.00
                                  000039988                   50       $1,050.00            0         $0.00               0             $0.00        $1,050.00
                                  000039989                   49       $1,269.00            0         $0.00               0             $0.00        $1,269.00
                                  000039990                   50       $1,134.00            0         $0.00               0             $0.00        $1,134.00
                                  000039991                   50       $1,341.00            0         $0.00               0             $0.00        $1,341.00
                                  000039992                   49       $1,158.00            0         $0.00               0             $0.00        $1,158.00
                                  000039993                   50       $1,362.50            0         $0.00               0             $0.00        $1,362.50
                                  000039994                   49       $1,119.00            0         $0.00               0             $0.00        $1,119.00
                                  000039995                   49         $993.00            0         $0.00               0             $0.00          $993.00
                                  000039996                   50       $1,099.00            0         $0.00               0             $0.00        $1,099.00
                                  000039998                   50       $1,232.00            0         $0.00               0             $0.00        $1,232.00
                                  000040000                   50       $1,267.00            0         $0.00               0             $0.00        $1,267.00
                                  000040001                   50       $1,341.00            0         $0.00               0             $0.00        $1,341.00
                                  000040080                   50       $1,150.00            0         $0.00               0             $0.00        $1,150.00
                                  000040081                   50       $1,109.00            0         $0.00               0             $0.00        $1,109.00
                                  000040082                   50       $1,274.00            0         $0.00               0             $0.00        $1,274.00
                                  000040083                   50       $1,273.00            0         $0.00               0             $0.00        $1,273.00
                                  000040084                   49       $1,497.00            0         $0.00               0             $0.00        $1,497.00
                                  000040085                   50       $1,267.00            0         $0.00               0             $0.00        $1,267.00
                                  000040086                   50       $1,197.00            0         $0.00               0             $0.00        $1,197.00
                                  000040087                   50       $1,100.00            0         $0.00               0             $0.00        $1,100.00

                                                                     Page: 12 of 18Account                 Batch Number             Checks          Chk Amt           Cash     Cash Amt          Foreign       Foreign Amt            Total Amt
                           000040088                     50       $1,211.00              0          $0.00               0              $0.00         $1,211.00
                           000040091                     50       $1,201.00              0          $0.00               0              $0.00         $1,201.00
                           000040092                     50       $1,130.00              0          $0.00               0              $0.00         $1,130.00
                           000040093                     49       $1,195.00              0          $0.00               0              $0.00         $1,195.00
                           000040094                     50       $1,166.00              0          $0.00               0              $0.00         $1,166.00
                           000040095                     49       $1,154.00              0          $0.00               0              $0.00         $1,154.00
                           000040096                     50       $1,399.00              0          $0.00               0              $0.00         $1,399.00
                           000040098                     50       $1,150.00              0          $0.00               0              $0.00         $1,150.00
                           000040099                     48       $1,162.00              0          $0.00               0              $0.00         $1,162.00
                           000040100                     48       $1,205.00              0          $0.00               0              $0.00         $1,205.00
                           000040505                     50          $900.00             0          $0.00               0              $0.00            $900.00
                           000040506                     50       $1,227.00              0          $0.00               0              $0.00         $1,227.00
                           000040507                     50       $1,161.00              0          $0.00               0              $0.00         $1,161.00
                           000040508                     50       $1,153.00              0          $0.00               0              $0.00         $1,153.00
                           000040509                     50       $1,205.00              0          $0.00               0              $0.00         $1,205.00
                           000040510                     49       $1,252.00              0          $0.00               0              $0.00         $1,252.00
                           000040511                     50       $1,288.00              0          $0.00               0              $0.00         $1,288.00
                           000040605                     50       $1,148.00              0          $0.00               0              $0.00         $1,148.00
                           000040606                     50          $955.00             0          $0.00               0              $0.00            $955.00
                           000040607                     50          $948.00             0          $0.00               0              $0.00            $948.00
                           000040608                     50       $1,101.00              0          $0.00               0              $0.00         $1,101.00
                           000040610                     50       $1,068.00              0          $0.00               0              $0.00         $1,068.00
                           000040611                     50       $1,263.00              0          $0.00               0              $0.00         $1,263.00
                           000040612                     50       $1,035.00              0          $0.00               0              $0.00         $1,035.00
                           000040613                     50       $1,026.00              0          $0.00               0              $0.00         $1,026.00
                           000040614                     50       $1,055.00              0          $0.00               0              $0.00         $1,055.00
                           000040615                     50       $1,069.00              0          $0.00               0              $0.00         $1,069.00
                           000040713                     50       $1,005.00              0          $0.00               0              $0.00         $1,005.00
                           000040714                     50          $969.00             0          $0.00               0              $0.00            $969.00
                           000040715                     50       $1,104.00              0          $0.00               0              $0.00         $1,104.00
                           000041883                     50       $1,130.00              0          $0.00               0              $0.00         $1,130.00
                           000041892                     50       $1,278.00              0          $0.00               0              $0.00         $1,278.00
                           000041981                     50       $1,285.00              0          $0.00               0              $0.00         $1,285.00
                           000041990                     50       $1,179.00              0          $0.00               0              $0.00         $1,179.00
                           000041994                     50       $1,197.00              0          $0.00               0              $0.00         $1,197.00
                           000041995                     50       $1,132.00              0          $0.00               0              $0.00         $1,132.00
                           000043044                     99       $2,557.00              0          $0.00               0              $0.00         $2,557.00
                           000043045                     99       $2,739.00              0          $0.00               0              $0.00         $2,739.00
                           000043046                   100        $2,409.00              0          $0.00               0              $0.00         $2,409.00
                           000043047                     98       $2,190.00              0          $0.00               0              $0.00         $2,190.00
                           000043048                   100        $2,036.95              0          $0.00               0              $0.00         $2,036.95
                           000043049                   100        $2,522.00              0          $0.00               0              $0.00         $2,522.00
                           000043050                   100        $2,459.00              0          $0.00               0              $0.00         $2,459.00
                           000043051                   100        $2,859.00              0          $0.00               0              $0.00         $2,859.00
                           000043089                   100        $2,325.00              0          $0.00               0              $0.00         $2,325.00
                           000043090                   100        $2,364.00              0          $0.00               0              $0.00         $2,364.00
                           000043094                   100        $2,040.00              0          $0.00               0              $0.00         $2,040.00
                           000043095                   100        $1,905.00              0          $0.00               0              $0.00         $1,905.00
                           000043096                     99       $2,064.00              0          $0.00               0              $0.00         $2,064.00
                           000043217                   100        $1,894.00              0          $0.00               0              $0.00         $1,894.00
                           000043218                   100        $2,049.00              0          $0.00               0              $0.00         $2,049.00
                           000043252                   100        $1,889.00              0          $0.00               0              $0.00         $1,889.00
                           000043253                   100        $2,120.00              0          $0.00               0              $0.00         $2,120.00

                                                                Page: 13 of 18Account                 Batch Number             Checks          Chk Amt           Cash     Cash Amt          Foreign       Foreign Amt            Total Amt
                           000043254                     99       $2,003.00              0          $0.00               0              $0.00         $2,003.00
